IP,Country,Download,Upload,Latency,ISP,Timestamp,Latitude,Longitude,ConnectionType,DeviceID,POP,AppID,ExchangeName
31.203.17.235 HTTP/1.1,KW,4.363,0.000,38,0,1544804337953,29.3697,47.9783,fixed,c29a4456-8517-4fc5-a31c-85118c24afbc,KWI,100414,Mopub
37.231.9.99 HTTP/1.1,DE,3.919,11.769,394,0,1544804338052,29.3697,47.9783,cellular,ad555cc9-54b6-449a-ae35-94acef544f5c,FRA,783426,Mopub
37.39.231.131 HTTP/1.1,KW,4.200,6.786,82,0,1544804338059,29.3697,47.9783,cellular,62632b12-1b1c-49a1-a7a2-7f42cfd4fe5f,KWI,783426,Mopub
188.70.34.245 HTTP/1.1,FR,1.218,5.320,236,0,1544804338054,29.3697,47.9783,fixed,b391ff12-3a71-498c-ad71-a3fcd8787b44,CDG,15846075,Mopub
37.231.111.102 HTTP/1.1,DE,0.175,1.835,228,0,1544804338152,29.3697,47.9783,cellular,ad9de00f-f930-4bcb-bc99-76c3b9aee23d,FRA,13858088,Mopub
188.71.219.121 HTTP/1.1,FR,15.084,30.041,138,0,1544804338152,29.3697,47.9783,cellular,786d1f65-fc27-4213-b37b-043a9fd72e1b,CDG,14322858,Mopub
188.70.11.74 HTTP/1.1,FR,47.597,20.129,217,0,1544804338159,29.3697,47.9783,cellular,f4f7c13d-9271-40fc-918a-5c7f49abfca4,CDG,100414,Mopub
188.70.17.15 HTTP/1.1,DE,38.050,5.610,161,0,1544804338260,29.3697,47.9783,cellular,0538b0b1-7065-4e77-bce8-801014a3768d,CDG,783426,Mopub
188.70.54.183 HTTP/1.1,US,25.545,7.594,148,0,1544804338453,29.3697,47.9783,cellular,7cfa2d07-27f5-449c-a8b9-0c653f4353da,CDG,15846075,Mopub
37.39.144.218 HTTP/1.1,KW,10.733,9.477,46,0,1544804338453,29.3697,47.9783,cellular,f4b92aa4-5b6a-4ca8-bbb7-527ec1b14400,KWI,13224155,Mopub
37.39.137.235 HTTP/1.1,KW,24.951,12.850,39,0,1544804338653,29.3697,47.9783,cellular,dc63f197-fa7c-4411-871c-d5c20a2b025a,KWI,13224155,Mopub
94.128.141.57 HTTP/1.1,DE,59.968,12.314,164,0,1544804338754,29.3697,47.9783,cellular,61060ccb-7d24-4c7f-81f9-c2b9a2defbe5,FRA,783426,Mopub
188.70.18.181 HTTP/1.1,PL,2.482,9.737,278,0,1544804338852,29.3697,47.9783,cellular,73efc628-82a6-4c5a-88af-78cd767c78fd,CDG,783426,Mopub
188.71.195.146 HTTP/1.1,US,18.566,13.508,189,0,1544804339059,29.3697,47.9783,fixed,ce196592-56bc-4565-ac18-7f87bb39fe93,CDG,100503,Mopub
188.70.49.119 HTTP/1.1,DE,1.725,27.183,161,0,1544804339059,29.3697,47.9783,cellular,f288d023-c92d-4838-8f5a-f7df07b63f6d,CDG,4103400,Mopub
37.39.224.245 HTTP/1.1,KW,11.733,5.591,57,0,1544804339053,29.3697,47.9783,cellular,9a7a8427-e8bb-4d50-a1ac-ec7c93f85fab,KWI,579914,Mopub
188.236.103.129 HTTP/1.1,KW,1.856,17.268,470,0,1544804339053,29.3697,47.9783,cellular,057a591b-d416-464a-9db5-6ee774f81c85,KWI,13224155,Mopub
188.71.217.40 HTTP/1.1,DE,15.709,10.708,170,0,1544804339353,29.3697,47.9783,cellular,a7263bb5-776a-473b-84f5-dcbf9f3fefeb,CDG,783426,Mopub
37.231.177.103 HTTP/1.1,DE,5.843,0.000,165,0,1544804339354,29.3697,47.9783,cellular,a8b74462-7aec-41bf-869d-4a43430c8926,FRA,13863236,Mopub
188.71.245.95 HTTP/1.1,PL,1.851,17.467,161,0,1544804339853,29.3697,47.9783,fixed,ddb973c0-8b9c-4381-9ea9-32b7b4d12383,CDG,783426,Mopub
94.128.237.33 HTTP/1.1,DE,7.107,34.296,156,0,1544804339953,29.3697,47.9783,fixed,fb65f848-cef5-4090-a82a-8ca930a94868,FRA,13224155,Mopub
94.128.65.165 HTTP/1.1,DE,16.943,10.283,158,0,1544804339952,29.3697,47.9783,cellular,0e5eb2c0-a598-4773-9bfe-be7fe8e42f98,FRA,100414,Mopub
37.39.26.134 HTTP/1.1,KW,0.250,18.933,64,0,1544804340059,29.3697,47.9783,cellular,cb81fafa-2c97-4469-8c43-5cad66da5e97,KWI,783426,Mopub
94.128.85.221 HTTP/1.1,DE,0.206,2.158,198,0,1544804340252,29.3697,47.9783,cellular,2c47c606-f7cc-43a0-88e9-aab1cc998010,FRA,783426,Mopub
37.39.2.17 HTTP/1.1,KW,8.456,17.663,34,0,1544804340259,29.3697,47.9783,cellular,a924f30d-a283-4eda-901e-3c3632d4044a,KWI,100359,Mopub
188.236.236.146 HTTP/1.1,KW,6.577,4.240,58,0,1544804340553,29.3697,47.9783,cellular,0666e948-0418-45c3-ad76-39bd7941b0a9,KWI,683207,Mopub
188.71.230.185 HTTP/1.1,US,5.493,21.724,229,0,1544804340553,29.3697,47.9783,cellular,4dcb605a-1be4-47f8-a7e2-4ca9b8592247,CDG,783426,Mopub
37.231.112.229 HTTP/1.1,DE,2.692,0.721,174,0,1544804340659,29.3697,47.9783,fixed,577d2648-f915-46ee-96ac-c968b92b280d,FRA,12810685,Mopub
37.231.134.140 HTTP/1.1,DE,9.830,10.904,132,0,1544804340754,29.3697,47.9783,cellular,e55cb405-7426-4b49-8a02-2cece812831b,FRA,15846075,Mopub
188.70.17.15 HTTP/1.1,DE,25.966,13.081,300,0,1544804340853,29.3697,47.9783,cellular,0538b0b1-7065-4e77-bce8-801014a3768d,CDG,783426,Mopub
37.39.194.182 HTTP/1.1,KW,29.574,0.000,39,0,1544804341053,29.3697,47.9783,cellular,c0021fb7-c1ad-4070-ae44-212dd1204657,KWI,15846075,Mopub
94.128.91.25 HTTP/1.1,DE,0.654,14.795,162,0,1544804341352,29.3697,47.9783,fixed,1ee54c7c-0f1e-400e-9e89-133c11ebc4ed,FRA,100501,Mopub
37.39.29.87 HTTP/1.1,KW,7.315,5.084,54,0,1544804341353,29.3697,47.9783,cellular,e8bb4f5a-6112-43fa-b92c-af5c422b4e8f,KWI,783426,Mopub
94.128.70.57 HTTP/1.1,DE,13.819,6.732,151,0,1544804341453,29.3697,47.9783,cellular,c0acabb2-f30f-46f3-96a3-5520b6e4ce0e,FRA,13224155,Mopub
188.71.231.226 HTTP/1.1,PL,12.323,13.854,509,0,1544804341454,29.3697,47.9783,cellular,ee301ca9-1649-455b-b5af-a6a691e0e7a0,CDG,579914,Mopub
37.231.21.21 HTTP/1.1,DE,11.364,4.296,163,0,1544804341652,29.3697,47.9783,cellular,b6eb42d4-4178-4a23-9a4a-26f6b819f67f,FRA,100665,Mopub
188.70.51.163 HTTP/1.1,DE,0.201,2.864,193,0,1544804341661,29.3697,47.9783,fixed,c446a36b-3a48-4286-ab8b-a75fda6df05b,CDG,15846075,Mopub
37.231.213.100 HTTP/1.1,DE,1.932,0.651,474,0,1544804341653,29.3697,47.9783,cellular,ab1713e3-1bcf-4975-b6f3-825f46776f29,FRA,15846075,Mopub
94.128.106.160 HTTP/1.1,DE,7.560,9.582,145,0,1544804341752,29.3697,47.9783,cellular,7ac32b44-7c3b-4389-b1d4-2d8843844097,FRA,100940,Mopub
37.231.168.49 HTTP/1.1,DE,10.421,11.196,134,0,1544804341754,29.3697,47.9783,fixed,c20c0c12-7200-42a3-a583-63da4704ba9c,FRA,15846075,Mopub
94.128.86.2 HTTP/1.1,DE,23.339,29.887,128,0,1544804341753,29.3697,47.9783,cellular,1707f94c-6d4d-4475-b989-bd3ee9d9ccbf,FRA,14322858,Mopub
94.128.90.237 HTTP/1.1,DE,2.547,8.008,132,0,1544804341859,29.3697,47.9783,cellular,d7cc795f-e351-4c86-a3b0-84a68ca9f88e,FRA,783426,Mopub
94.129.104.47 HTTP/1.1,DE,3.416,8.376,186,0,1544804341859,29.3697,47.9783,fixed,c4e5661a-4b50-4012-baf0-d6a2fdd5f47a,FRA,783426,Mopub
37.37.109.74 HTTP/1.1,KW,5.923,16.905,53,0,1544804341954,29.3697,47.9783,fixed,509985e0-d84f-4e3f-986f-310603046606,KWI,13224155,Mopub
188.70.41.94 HTTP/1.1,PL,4.710,2.832,173,0,1544804341954,29.3697,47.9783,fixed,18128b39-7d78-4050-9e9b-967bab3e8747,CDG,1392935,Mopub
188.70.33.100 HTTP/1.1,US,1.208,0.000,175,0,1544804341959,29.3697,47.9783,cellular,3d26d7dd-72ac-442f-a5e8-f51cc229ed47,CDG,783426,Mopub
188.236.97.38 HTTP/1.1,KW,3.537,5.065,164,0,1544804342053,29.3697,47.9783,cellular,d8e0adb1-338e-4cd4-9a10-97105cad3e41,KWI,898297,Mopub
188.70.2.65 HTTP/1.1,DE,6.851,32.034,157,0,1544804342152,29.3697,47.9783,cellular,34354394-4bb5-4e8e-bc55-832e46398855,CDG,16311667,Mopub
37.39.18.55 HTTP/1.1,KW,5.737,12.252,42,0,1544804342353,29.3697,47.9783,cellular,dc4411ff-19cc-49d5-8172-361f48c073d3,KWI,15846075,Mopub
188.70.6.243 HTTP/1.1,US,17.749,8.242,162,0,1544804342353,29.3697,47.9783,cellular,a2af6b2c-1f4a-41d1-8f8b-cabea0ad2690,CDG,4103398,Mopub
37.231.241.216 HTTP/1.1,DE,3.117,0.000,187,0,1544804342659,29.3697,47.9783,fixed,095fb399-276c-43d6-8273-c66c9f10eb3f,FRA,15846075,Mopub
188.71.200.18 HTTP/1.1,FR,13.247,20.638,209,0,1544804342853,29.3697,47.9783,fixed,1d383a1e-15d3-48da-9632-bd54cea8a248,CDG,15846075,Mopub
188.70.21.61 HTTP/1.1,PL,24.515,29.660,225,0,1544804342953,29.3697,47.9783,fixed,cc6f2dc4-ba03-4bd5-8538-5cc891aa568b,CDG,100665,Mopub
37.39.28.255 HTTP/1.1,KW,24.072,24.208,42,0,1544804343159,29.3697,47.9783,cellular,8630eaed-0f1b-4289-abc2-fd9776873d44,KWI,783426,Mopub
188.236.198.18 HTTP/1.1,KW,14.215,6.119,36,0,1544804343155,29.3697,47.9783,cellular,a156fcd8-65df-47dd-a979-f194b7dcfd20,KWI,898297,Mopub
37.231.154.192 HTTP/1.1,DE,22.431,17.648,130,0,1544804343154,29.3697,47.9783,cellular,ee510c47-3950-4f6a-ad96-d9f2b9138a7b,FRA,100414,Mopub
94.129.149.91 HTTP/1.1,DE,12.000,9.023,137,0,1544804343254,29.3697,47.9783,cellular,2d61b91a-fe65-431c-9303-28798a8cbc03,FRA,100501,Mopub
94.129.167.179 HTTP/1.1,DE,10.734,10.718,209,0,1544804343352,29.3697,47.9783,cellular,c0e75021-d328-44c2-aac4-40d667115aa5,FRA,579914,Mopub
94.129.80.219 HTTP/1.1,DE,49.979,17.220,147,0,1544804343454,29.3697,47.9783,fixed,bfb3b93c-9d97-4a9f-bc60-853bd0dadd82,FRA,15846075,Mopub
188.71.232.182 HTTP/1.1,FR,0.948,4.382,197,0,1544804343754,29.3697,47.9783,none,ca3e429e-f9eb-4817-bc72-6029097639c7,CDG,13224155,Mopub
94.128.73.47 HTTP/1.1,DE,10.929,10.321,127,0,1544804343954,29.3697,47.9783,cellular,b99c43a4-daa5-43c5-a71d-0219b6f366b8,FRA,783426,Mopub
188.71.253.101 HTTP/1.1,US,0.234,8.004,150,0,1544804344553,29.3697,47.9783,fixed,d91bc9a7-6908-4288-9700-0a70d18b3391,CDG,1392935,Mopub
37.39.128.135 HTTP/1.1,KW,0.292,23.295,170,0,1544804344653,29.3697,47.9783,cellular,d6b5d3a3-755d-4faf-96f2-dbdaec8dc998,KWI,783426,Mopub
37.39.222.179 HTTP/1.1,KW,31.323,26.533,50,0,1544804344759,29.3697,47.9783,cellular,8ce637bf-a3ba-48c5-8145-332f181829eb,KWI,783426,Mopub
94.129.165.89 HTTP/1.1,DE,3.187,2.909,221,0,1544804344754,29.3697,47.9783,fixed,b634171c-ad7d-46a4-98e4-c9aa0efcfb34,FRA,15846075,Mopub
94.129.153.15 HTTP/1.1,DE,14.286,8.343,159,0,1544804344852,29.3697,47.9783,fixed,79ecaad1-fd61-43b6-b741-645a81a1d227,FRA,783426,Mopub
37.39.128.227 HTTP/1.1,KW,12.220,34.657,40,0,1544804345453,29.3697,47.9783,cellular,ca090372-46e6-49c4-afe9-f777664bc938,KWI,683207,Mopub
37.231.174.197 HTTP/1.1,DE,3.911,27.089,147,0,1544804345753,29.3697,47.9783,fixed,6cfc412f-9729-4252-96b0-cab1e8fb781a,FRA,698059,Mopub
188.236.223.228 HTTP/1.1,KW,5.968,1.976,84,0,1544804345853,29.3697,47.9783,cellular,441837b8-f85a-48ef-ba3b-7645ca37beff,KWI,783426,Mopub
37.39.57.220 HTTP/1.1,KW,9.213,16.273,103,0,1544804345953,29.3697,47.9783,cellular,d8ada451-3b34-4488-b78f-f15d05a051bf,KWI,783426,Mopub
37.36.99.185 HTTP/1.1,KW,6.102,11.959,52,0,1544804345953,29.3697,47.9783,fixed,c82679b1-118e-407b-90ba-0277d9db8dbb,KWI,683207,Mopub
91.140.131.111 HTTP/1.1,GB,2.042,2.946,194,0,1544804346052,29.3697,47.9783,fixed,24bfc30a-5140-4386-8772-344a47f6576f,LHR,13224155,Mopub
188.71.199.31 HTTP/1.1,PL,1.461,16.607,168,0,1544804346153,29.3697,47.9783,cellular,358a2540-c8c9-4224-ac0a-2d9451d79aa1,CDG,783426,Mopub
149.147.106.13 HTTP/1.1,KW,3.875,11.068,61,0,1544804346355,29.3697,47.9783,fixed,52a981a9-8755-4cc0-868d-e58b45580295,KWI,15846075,Mopub
37.231.13.5 HTTP/1.1,DE,10.524,23.101,156,0,1544804346552,29.3697,47.9783,cellular,87896ac0-63a8-4468-8545-5ce5ff5aaf79,FRA,100414,Mopub
188.70.52.102 HTTP/1.1,US,4.495,16.098,170,0,1544804346555,29.3697,47.9783,cellular,16666b53-02e6-41ce-9490-41464237c2a9,CDG,100665,Mopub
188.71.220.184 HTTP/1.1,US,0.557,0.000,211,0,1544804346653,29.3697,47.9783,cellular,592f1770-9006-477c-b096-d2337ae9fb5e,CDG,783426,Mopub
188.236.239.11 HTTP/1.1,KW,10.495,4.041,42,0,1544804346953,29.3697,47.9783,cellular,fe3d522c-80f8-4f21-949c-8c888210dda0,KWI,933694,Mopub
37.231.65.61 HTTP/1.1,DE,20.397,13.865,149,0,1544804347054,29.3697,47.9783,cellular,e26cfbcf-0c63-4e5f-b3f9-36f5b17a7eea,FRA,100414,Mopub
188.236.186.24 HTTP/1.1,KW,33.790,41.567,114,0,1544804347253,29.3697,47.9783,fixed,c5df0438-db3a-4ead-8d8f-e63f3c581fbb,KWI,100414,Mopub
188.236.26.161 HTTP/1.1,KW,2.207,5.059,45,0,1544804347459,29.3697,47.9783,cellular,74304525-a1ed-454f-ae03-d97ea3536cda,KWI,683207,Mopub
37.231.169.215 HTTP/1.1,DE,0.187,3.385,162,0,1544804347453,29.3697,47.9783,cellular,2ec73fbe-ae44-4605-8850-8a480ef04df8,FRA,4276220,Mopub
149.147.203.227 HTTP/1.1,KW,47.607,44.608,39,0,1544804347653,29.3697,47.9783,fixed,75f2ac4f-e2a3-4f5f-a9ce-328f8d64b90a,KWI,15846075,Mopub
37.231.211.18 HTTP/1.1,DE,4.501,25.945,152,0,1544804347659,29.3697,47.9783,cellular,885a25db-c645-450e-a4e0-5bdc4ba7d670,FRA,4103398,Mopub
149.147.3.149 HTTP/1.1,KW,25.019,17.982,47,0,1544804347853,29.3697,47.9783,none,aa2769eb-bfb2-4623-9a0d-4f3f248667a1,KWI,15846075,Mopub
188.70.17.15 HTTP/1.1,DE,24.657,9.798,154,0,1544804347859,29.3697,47.9783,cellular,0538b0b1-7065-4e77-bce8-801014a3768d,CDG,783426,Mopub
94.128.95.165 HTTP/1.1,DE,37.190,29.637,168,0,1544804348352,29.3697,47.9783,fixed,f2bd9344-c0a5-4ebd-84be-4b28cffef5c4,FRA,15846075,Mopub
188.70.29.227 HTTP/1.1,PL,0.399,0.000,248,0,1544804348559,29.3697,47.9783,cellular,cc6dc24c-0306-42f7-9b5b-ea30fce884d6,CDG,683207,Mopub
94.128.84.21 HTTP/1.1,DE,7.820,6.549,141,0,1544804348757,29.3697,47.9783,fixed,a64539aa-d51d-4338-8e25-9804a8cc7a11,FRA,15846075,Mopub
188.70.62.181 HTTP/1.1,PL,35.473,14.408,231,0,1544804348754,29.3697,47.9783,cellular,d24f6508-526e-46e7-af35-c75c380cf74c,CDG,683207,Mopub
37.231.215.101 HTTP/1.1,DE,8.795,13.807,150,0,1544804348957,29.3697,47.9783,none,fd740d14-d2f1-4954-b515-9a9087ad98bf,FRA,15846075,Mopub
37.231.153.118 HTTP/1.1,DE,7.585,11.009,281,0,1544804349054,29.3697,47.9783,cellular,52366a42-d7cc-49dc-86d7-753b08766ff4,FRA,4103398,Mopub
188.236.247.188 HTTP/1.1,KW,7.133,10.208,57,0,1544804349253,29.3697,47.9783,cellular,c2a424de-a422-494f-a173-042814518286,KWI,783426,Mopub
188.70.54.49 HTTP/1.1,FR,2.879,0.000,144,0,1544804349254,29.3697,47.9783,cellular,0c6f5c9b-b9da-4339-90a3-de3fb49fbb27,CDG,15846075,Mopub
188.236.196.205 HTTP/1.1,KW,3.985,13.232,137,0,1544804349353,29.3697,47.9783,cellular,eb90a5ae-7486-45a0-bcb4-d88ae10a457e,KWI,16311667,Mopub
188.70.35.206 HTTP/1.1,US,4.530,0.741,200,0,1544804349553,29.3697,47.9783,cellular,f347af94-c993-4d3f-9dbc-984c8d21950b,CDG,783426,Mopub
37.39.137.235 HTTP/1.1,KW,24.391,10.411,48,0,1544804349559,29.3697,47.9783,cellular,dc63f197-fa7c-4411-871c-d5c20a2b025a,KWI,13224155,Mopub
94.128.181.158 HTTP/1.1,DE,2.370,2.225,208,0,1544804349854,29.3697,47.9783,cellular,d894f4f3-91f3-485f-90a8-5832208d534a,FRA,783426,Mopub
188.236.247.188 HTTP/1.1,KW,0.464,1.695,67,0,1544804350159,29.3697,47.9783,cellular,c2a424de-a422-494f-a173-042814518286,KWI,783426,Mopub
188.71.198.45 HTTP/1.1,PL,18.394,14.936,182,0,1544804350353,29.3697,47.9783,fixed,8bf13850-6e12-40ad-8f6f-425c5f504677,CDG,15846075,Mopub
94.129.146.99 HTTP/1.1,DE,15.633,11.112,166,0,1544804350563,29.3697,47.9783,cellular,f948c86c-f90d-446f-88c0-70871264245b,FRA,100501,Mopub
94.128.181.158 HTTP/1.1,DE,1.391,1.570,199,0,1544804350654,29.3697,47.9783,cellular,d894f4f3-91f3-485f-90a8-5832208d534a,FRA,783426,Mopub
37.39.26.134 HTTP/1.1,KW,0.439,19.362,41,0,1544804350753,29.3697,47.9783,cellular,cb81fafa-2c97-4469-8c43-5cad66da5e97,KWI,783426,Mopub
37.231.160.155 HTTP/1.1,DE,11.744,7.341,150,0,1544804350853,29.3697,47.9783,cellular,088a58e7-94db-4c82-a239-11585c0269e2,FRA,783426,Mopub
188.236.97.38 HTTP/1.1,KW,11.236,2.737,91,0,1544804350953,29.3697,47.9783,cellular,d8e0adb1-338e-4cd4-9a10-97105cad3e41,KWI,898297,Mopub
37.39.30.117 HTTP/1.1,KW,11.852,4.480,58,0,1544804351053,29.3697,47.9783,cellular,05a4d8ec-0903-4469-bd49-ec2f0aeb5c9f,KWI,15846075,Mopub
37.39.128.135 HTTP/1.1,KW,0.441,9.862,213,0,1544804351053,29.3697,47.9783,cellular,d6b5d3a3-755d-4faf-96f2-dbdaec8dc998,KWI,783426,Mopub
37.231.243.248 HTTP/1.1,DE,6.298,10.394,742,0,1544804351153,29.3697,47.9783,fixed,1b87d0ba-8bd5-46d1-aa3f-e4b2dfe8dc6c,FRA,100359,Mopub
37.39.186.123 HTTP/1.1,KW,8.939,4.240,54,0,1544804351154,29.3697,47.9783,cellular,ba7eedc1-cc45-4023-a992-a87f319b148c,KWI,100414,Mopub
188.70.42.2 HTTP/1.1,PL,27.343,9.212,150,0,1544804351455,29.3697,47.9783,fixed,99f03a63-fcd0-4ee6-b41e-b82f7a397ba4,CDG,100503,Mopub
94.128.68.239 HTTP/1.1,DE,3.603,0.000,179,0,1544804351553,29.3697,47.9783,cellular,1850fb3b-871d-4755-b5eb-6b31c1879242,FRA,15846075,Mopub
94.128.70.96 HTTP/1.1,DE,26.536,14.719,117,0,1544804351652,29.3697,47.9783,cellular,0947b473-b651-4840-957e-8fa9b41f9e68,FRA,683207,Mopub
94.129.153.15 HTTP/1.1,DE,1.690,9.072,158,0,1544804351752,29.3697,47.9783,fixed,79ecaad1-fd61-43b6-b741-645a81a1d227,FRA,783426,Mopub
37.39.157.77 HTTP/1.1,KW,6.940,18.740,37,0,1544804351853,29.3697,47.9783,cellular,611cfddd-bb7e-4462-99f9-28b4e38321c6,KWI,13224155,Mopub
37.231.78.148 HTTP/1.1,DE,7.251,9.683,128,0,1544804351852,29.3697,47.9783,cellular,9c3e7a3d-d215-4fa2-94d5-3cd03eca44a4,FRA,783426,Mopub
62.150.94.130 HTTP/1.1,PL,1.350,3.233,269,0,1544804352054,29.3697,47.9783,fixed,74dcbbd7-24f2-4ef0-a00a-28e27ccb72db,CDG,100503,Mopub
37.231.135.253 HTTP/1.1,DE,13.062,1.872,162,0,1544804352252,29.3697,47.9783,cellular,d407fb14-98bf-4456-ab3d-dce2f2f0f2fc,FRA,4103398,Mopub
78.154.200.36 HTTP/1.1,PL,8.992,15.981,144,0,1544804352254,29.3697,47.9783,fixed,daca262d-a515-4e17-b2f9-542ff82df18b,CDG,13224155,Mopub
37.231.54.78 HTTP/1.1,DE,1.001,2.860,245,0,1544804352354,29.3697,47.9783,fixed,fb63780b-5232-484b-8ea7-0bd0c727df8b,FRA,15846075,Mopub
37.231.9.99 HTTP/1.1,DE,2.582,3.968,652,0,1544804352354,29.3697,47.9783,cellular,ad555cc9-54b6-449a-ae35-94acef544f5c,FRA,783426,Mopub
31.203.17.235 HTTP/1.1,KW,2.455,0.000,33,0,1544804352553,29.3697,47.9783,fixed,269607d1-f22b-40ac-b4a6-deac33bccbea,KWI,100414,Mopub
188.71.230.185 HTTP/1.1,US,1.676,7.265,3554,0,1544804352554,29.3697,47.9783,cellular,4dcb605a-1be4-47f8-a7e2-4ca9b8592247,CDG,783426,Mopub
188.70.21.111 HTTP/1.1,US,8.196,7.512,153,0,1544804352754,29.3697,47.9783,fixed,ef842479-8cd0-40c8-b37d-9eb1180321f8,CDG,15846075,Mopub
188.71.250.122 HTTP/1.1,FR,13.549,12.147,202,0,1544804352952,29.3697,47.9783,fixed,61c39c2f-f72a-4661-9673-bcfd265186cf,CDG,15846075,Mopub
37.39.139.103 HTTP/1.1,KW,11.419,15.738,45,0,1544804353259,29.3697,47.9783,cellular,5db1332d-d950-4317-b202-c3e43d20a2d5,KWI,783426,Mopub
188.236.26.69 HTTP/1.1,KW,6.814,6.423,69,0,1544804353259,29.3697,47.9783,fixed,75f78607-b6be-4388-a4ea-d06aad2e81c3,KWI,783426,Mopub
94.128.52.88 HTTP/1.1,DE,2.537,9.018,148,0,1544804353552,29.3697,47.9783,cellular,4cdb57e7-901c-4054-9f60-86bc138a817a,FRA,100414,Mopub
188.236.244.167 HTTP/1.1,KW,17.093,21.052,34,0,1544804353953,29.3697,47.9783,cellular,94e9867f-f651-4b61-a2a4-cca832b2c2fa,KWI,15846075,Mopub
94.128.71.146 HTTP/1.1,DE,2.590,1.539,225,0,1544804354354,29.3697,47.9783,cellular,d91c51eb-f68a-4f9a-8849-75cef9a42977,FRA,13224155,Mopub
94.128.85.221 HTTP/1.1,DE,3.583,22.763,245,0,1544804354639,29.3697,47.9783,cellular,b436d8f6-de5a-4f87-a57f-784399f3db63,FRA,783426,Mopub
94.128.71.86 HTTP/1.1,DE,15.203,14.455,180,0,1544804354553,29.3697,47.9783,cellular,e9ef2d4d-420f-4b54-b73f-664218894c19,FRA,783426,Mopub
37.39.144.218 HTTP/1.1,KW,10.136,8.549,42,0,1544804354753,29.3697,47.9783,cellular,f4b92aa4-5b6a-4ca8-bbb7-527ec1b14400,KWI,13224155,Mopub
188.71.240.210 HTTP/1.1,PL,1.733,10.746,172,0,1544804354855,29.3697,47.9783,fixed,38dc6634-654b-4fc4-88a9-b767c103b390,CDG,100503,Mopub
94.129.242.1 HTTP/1.1,DE,19.038,17.397,145,0,1544804354954,29.3697,47.9783,fixed,ad48f7a0-f4dc-4165-b7e7-a16770baf634,FRA,100501,Mopub
37.231.78.148 HTTP/1.1,DE,2.574,9.615,137,0,1544804354952,29.3697,47.9783,cellular,9c3e7a3d-d215-4fa2-94d5-3cd03eca44a4,FRA,783426,Mopub
188.71.195.112 HTTP/1.1,PL,6.447,0.872,229,0,1544804355254,29.3697,47.9783,fixed,e270af02-426e-41d7-8cbc-f1d6f88703db,CDG,100414,Mopub
31.203.17.235 HTTP/1.1,KW,1.696,0.000,43,0,1544804355353,29.3697,47.9783,fixed,c29a4456-8517-4fc5-a31c-85118c24afbc,KWI,100414,Mopub
94.129.149.56 HTTP/1.1,DE,13.487,14.930,202,0,1544804355452,29.3697,47.9783,cellular,3316cafd-68c2-47d3-83f5-33c28a3f8f35,FRA,783426,Mopub
37.39.222.179 HTTP/1.1,KW,22.527,26.772,36,0,1544804355459,29.3697,47.9783,cellular,8ce637bf-a3ba-48c5-8145-332f181829eb,KWI,783426,Mopub
37.231.198.115 HTTP/1.1,DE,7.974,12.578,174,0,1544804355453,29.3697,47.9783,cellular,6cfa005c-c9a3-4512-aa63-0d76a9fcf01a,FRA,783426,Mopub
37.231.51.165 HTTP/1.1,DE,3.745,16.761,156,0,1544804355552,29.3697,47.9783,fixed,ceba1fe5-1fb2-41a3-ba8f-0e092de7a88c,FRA,1368560,Mopub
149.147.137.244 HTTP/1.1,KW,2.491,18.138,50,0,1544804355753,29.3697,47.9783,fixed,aa8e76b8-db68-4461-af77-1f551198ff7b,KWI,15846075,Mopub
188.71.219.121 HTTP/1.1,FR,33.480,33.420,511,0,1544804355754,29.3697,47.9783,cellular,786d1f65-fc27-4213-b37b-043a9fd72e1b,CDG,13858088,Mopub
188.71.240.19 HTTP/1.1,PL,8.981,5.488,237,0,1544804355854,29.3697,47.9783,fixed,b037dbb5-e9cb-4051-ad56-a97b5298f8ae,CDG,100418,Mopub
80.184.104.237 HTTP/1.1,FR,2.932,2.733,182,0,1544804356153,29.3697,47.9783,fixed,325add0a-6dd8-4f7c-a152-576820b74750,CDG,100665,Mopub
178.161.110.73 HTTP/1.1,KW,4.975,7.484,67,0,1544804356153,29.3697,47.9783,fixed,a48ef5a7-c5bd-4403-9888-36b968ffbe0a,KWI,13224155,Mopub
37.39.128.135 HTTP/1.1,KW,0.595,12.717,215,0,1544804356253,29.3697,47.9783,cellular,d6b5d3a3-755d-4faf-96f2-dbdaec8dc998,KWI,783426,Mopub
188.236.239.11 HTTP/1.1,KW,12.498,3.810,40,0,1544804356253,29.3697,47.9783,cellular,fe3d522c-80f8-4f21-949c-8c888210dda0,KWI,933694,Mopub
37.231.151.162 HTTP/1.1,DE,0.358,0.652,443,0,1544804356352,29.3697,47.9783,cellular,934a4517-d1fb-4da2-850b-a83bc6b5969f,FRA,15846075,Mopub
37.231.177.103 HTTP/1.1,DE,6.133,14.001,224,0,1544804357055,29.3697,47.9783,cellular,a8b74462-7aec-41bf-869d-4a43430c8926,FRA,13863236,Mopub
94.128.88.41 HTTP/1.1,DE,22.866,8.581,142,0,1544804357052,29.3697,47.9783,cellular,2a2454a0-38d1-4139-8926-c1de820da50a,FRA,15846075,Mopub
37.231.153.118 HTTP/1.1,DE,6.677,14.209,161,0,1544804357059,29.3697,47.9783,cellular,52366a42-d7cc-49dc-86d7-753b08766ff4,FRA,4103398,Mopub
